Serial No.,CustomerID,Age,Gender,City_Tier,Loan_Type,Credit_Score,Monthly_Income,Loan_Amount,Tenure_Months,EMI,DTI_Ratio,Default
2356,CUST02356,35,Male,Tier 3,Personal,388,99926,141588,48,3798.451488606406,0.038012644242803734,1
2357,CUST02357,29,Male,Tier 1,MSME,674,108730,1999961,36,67386.58994245583,0.6197607830631456,1
2358,CUST02358,43,Female,Tier 3,Home,696,64974,399442,60,9088.53300293098,0.13987953647506665,0
2359,CUST02359,39,Female,Tier 2,Auto,862,111383,1117084,12,99774.89962118406,0.8957821177485259,0
2360,CUST02360,29,Female,Tier 1,Home,663,80702,1836287,12,164012.15226490152,2.0323183101397926,0
2361,CUST02361,55,Female,Tier 3,Auto,446,125827,1758910,48,47187.150802502285,0.3750160999030596,1
2362,CUST02362,41,Male,Tier 3,MSME,613,147326,1774097,48,47594.5799826409,0.3230562153499104,0
2363,CUST02363,29,Female,Tier 3,Home,847,19286,1744589,36,58782.098031471156,3.0479154843654026,1
2364,CUST02364,48,Male,Tier 1,Home,751,84543,604018,84,10988.273318000834,0.12997259758940224,0
2365,CUST02365,27,Female,Tier 3,Personal,805,29992,652547,60,14847.44955578933,0.4950469977257045,1
2366,CUST02366,36,Female,Tier 3,MSME,785,77052,917441,36,30912.21301985219,0.4011863808837174,0
2367,CUST02367,36,Female,Tier 1,Auto,400,108640,1755021,60,39932.121007147296,0.3675637058831673,0
2368,CUST02368,53,Female,Tier 1,Auto,406,80183,662403,60,15071.703843713205,0.1879663250777996,0
2369,CUST02369,24,Male,Tier 1,Home,590,96174,269251,12,24048.765802664282,0.2500547528715067,0
2370,CUST02370,24,Female,Tier 3,MSME,648,60002,273278,84,4971.463360026741,0.0828549608350845,0
2371,CUST02371,59,Female,Tier 2,MSME,887,125269,1510661,60,34372.180078060686,0.27438695988680906,0
2372,CUST02372,60,Male,Tier 1,Personal,526,114306,196843,24,9358.274983778523,0.08187037411665637,1
2373,CUST02373,37,Male,Tier 1,Auto,895,45239,1926068,60,43823.9658921427,0.9687209242499326,1
2374,CUST02374,57,Female,Tier 1,MSME,887,111001,1480806,12,132261.55777761302,1.191534831016054,1
2375,CUST02375,59,Male,Tier 2,Personal,349,146156,1120038,72,22483.76064721588,0.1538339900326766,0
2376,CUST02376,49,Male,Tier 2,Personal,457,67147,417650,36,14072.279054174895,0.209574203675144,0
2377,CUST02377,56,Male,Tier 3,Auto,627,126319,1481910,60,33718.0064749662,0.26692743352121373,0
2378,CUST02378,58,Female,Tier 2,Personal,376,75631,325318,24,15466.21064082981,0.20449565179397086,0
2379,CUST02379,59,Male,Tier 2,Personal,753,30373,919151,48,24658.519678250042,0.8118565725562191,0
2380,CUST02380,57,Female,Tier 1,Home,609,20156,472913,36,15934.30792373282,0.7905491131044264,1
2381,CUST02381,55,Female,Tier 1,Home,626,53463,1806910,48,48474.870605403004,0.906699410908535,0
2382,CUST02382,27,Female,Tier 2,MSME,807,125661,317755,24,15106.651836593352,0.12021750452879852,0
2383,CUST02383,47,Female,Tier 1,Personal,406,64305,948927,12,84755.57448932338,1.3180246402196312,0
2384,CUST02384,48,Male,Tier 1,Home,540,38068,72393,72,1453.2246982101492,0.0381744430548006,1
2385,CUST02385,42,Female,Tier 3,Personal,734,15570,534623,84,9725.84202141254,0.6246526667573885,0
2386,CUST02386,34,Male,Tier 2,Auto,327,121226,972767,12,86884.8983422915,0.7167183470731651,1
2387,CUST02387,27,Female,Tier 1,Auto,548,96736,550146,72,11043.68868290471,0.11416317278887603,1
2388,CUST02388,57,Male,Tier 1,Personal,663,53921,1621419,84,29496.795021008635,0.5470372400550553,0
2389,CUST02389,42,Female,Tier 1,Auto,832,104589,193068,36,6505.223925371576,0.062197974216902124,0
2390,CUST02390,25,Male,Tier 3,Auto,771,25301,1566435,60,35641.20997402925,1.4086877978747578,1
2391,CUST02391,22,Female,Tier 1,Personal,838,139798,1961011,60,44619.02652352703,0.31916784591715924,0
2392,CUST02392,47,Female,Tier 1,MSME,888,70119,988528,48,26519.73086087178,0.37821034043371665,0
2393,CUST02393,41,Male,Tier 2,Home,712,84191,1795543,12,160373.009183302,1.9048711760556591,1
2394,CUST02394,58,Female,Tier 1,Personal,868,31347,265287,60,6036.09448868309,0.19255732569888953,1
2395,CUST02395,35,Female,Tier 1,Auto,464,136359,1569598,72,31508.275383825145,0.23106854247849534,0
2396,CUST02396,41,Female,Tier 1,Home,875,37053,1050855,84,19117.115644877747,0.515939752378424,1
2397,CUST02397,30,Male,Tier 1,Personal,347,74056,268164,60,6101.555079831323,0.08239109700539218,0
2398,CUST02398,43,Female,Tier 1,Auto,783,73688,1702287,12,152043.63731952704,2.0633432488264987,0
2399,CUST02399,59,Female,Tier 1,Home,457,141845,412809,12,36870.97526929162,0.2599384910944455,0
2400,CUST02400,25,Male,Tier 3,Personal,450,73450,925893,24,44018.640741888965,0.599300758909312,1
2401,CUST02401,21,Male,Tier 1,Personal,524,141385,1766260,84,32131.737184408663,0.22726411701671792,1
2402,CUST02402,33,Male,Tier 2,Home,559,119816,575011,48,15426.105241369738,0.12874829105770297,0
2403,CUST02403,41,Male,Tier 2,MSME,686,46403,149851,84,2726.083899777396,0.05874800982215365,0
2404,CUST02404,46,Male,Tier 2,MSME,555,128547,1156899,12,103331.06695364737,0.8038388056792253,0
2405,CUST02405,41,Female,Tier 1,Home,360,122078,779171,84,14174.650274428954,0.11611142281515878,1
2406,CUST02406,38,Female,Tier 1,Home,695,117654,179923,24,8553.867345581928,0.07270358292605375,0
2407,CUST02407,57,Female,Tier 2,Home,696,91418,700654,84,12746.27188817313,0.13942847019375976,0
2408,CUST02408,52,Male,Tier 2,MSME,461,74924,444581,12,39708.763753205334,0.5299872371096755,0
2409,CUST02409,56,Female,Tier 2,MSME,679,143391,570910,36,19236.214138199426,0.1341521722995127,0
2410,CUST02410,37,Male,Tier 1,MSME,742,15714,894325,72,17952.774138753633,1.142470035557696,1
2411,CUST02411,55,Male,Tier 3,Auto,648,97328,831732,72,16696.275671566644,0.17154647862451344,0
2412,CUST02412,31,Female,Tier 1,Auto,330,144196,489643,36,16498.007740747893,0.11441376834827521,0
2413,CUST02413,41,Male,Tier 1,Personal,370,129312,1650202,36,55601.826983736435,0.42998195823849633,0
2414,CUST02414,46,Male,Tier 2,MSME,696,87882,1167965,12,104319.45192667359,1.1870400301162194,0
2415,CUST02415,24,Female,Tier 1,Auto,737,121342,972186,60,22120.219070572093,0.18229647665748128,0
2416,CUST02416,54,Male,Tier 2,Personal,301,101951,552911,60,12580.424369955017,0.12339677266485878,0
2417,CUST02417,38,Male,Tier 2,MSME,861,32511,907928,36,30591.68245444488,0.9409640569175012,0
2418,CUST02418,60,Female,Tier 3,Home,434,69588,74727,48,2004.7382856533811,0.028808678014217697,0
2419,CUST02419,55,Male,Tier 3,MSME,445,92567,530293,72,10645.157472241164,0.11499948655828929,0
2420,CUST02420,61,Male,Tier 2,Auto,478,131867,69882,24,3322.3176461261555,0.02519445840222463,1
2421,CUST02421,49,Female,Tier 2,Home,563,70958,1933240,36,65138.49577084418,0.9179866367547589,0
2422,CUST02422,49,Female,Tier 1,Personal,610,147250,109556,72,2199.2386699972526,0.01493540692697625,0
2423,CUST02423,58,Female,Tier 2,MSME,503,99727,1937145,24,92095.40391810553,0.9234751262757882,0
2424,CUST02424,62,Female,Tier 1,Personal,329,125756,1143630,84,20804.875044560416,0.16543842873946704,1
2425,CUST02425,41,Male,Tier 1,Home,358,46146,248175,24,11798.691820888907,0.25568178869000363,1
2426,CUST02426,62,Male,Tier 1,Personal,308,83260,992291,36,33434.205327298594,0.4015638401068772,1
2427,CUST02427,33,Female,Tier 2,Auto,623,100066,1187165,60,27011.65196054635,0.26993836028767365,0
2428,CUST02428,61,Male,Tier 2,Home,466,147273,1291829,48,34656.53719294661,0.23532173034396403,1
2429,CUST02429,37,Male,Tier 3,Home,636,90547,1191911,72,23926.54681071868,0.2642445007644503,0
2430,CUST02430,29,Female,Tier 1,Personal,678,70103,86959,36,2929.992372254267,0.04179553474536421,0
2431,CUST02431,61,Female,Tier 3,Home,541,129008,1435974,24,68268.8211496288,0.5291828502854768,1
2432,CUST02432,21,Male,Tier 2,Home,459,83624,270148,72,5422.979373310615,0.06484955722412962,0
2433,CUST02433,22,Female,Tier 2,Personal,534,56456,140633,12,12560.95643517048,0.2224910804019144,1
2434,CUST02434,49,Female,Tier 2,Personal,752,23664,1187013,84,21594.096990520356,0.912529453622395,0
2435,CUST02435,53,Female,Tier 1,MSME,498,123384,1192634,12,106522.81980120674,0.8633438679343087,0
2436,CUST02436,30,Male,Tier 3,MSME,776,121229,1005407,72,20182.645893295918,0.16648364577201757,0
2437,CUST02437,60,Female,Tier 2,Home,332,81696,240118,72,4820.153993961083,0.059001101571204015,1
2438,CUST02438,41,Male,Tier 3,Personal,707,19312,1007023,24,47875.708808490024,2.479065286272267,1
2439,CUST02439,48,Male,Tier 2,Home,388,121691,1467233,36,49436.8782796461,0.4062492565567388,0
2440,CUST02440,31,Male,Tier 3,Auto,520,131936,848104,60,19296.97226109867,0.14626009778300592,0
2441,CUST02441,54,Female,Tier 2,Auto,368,50215,723463,36,24376.327598157626,0.4854391635598452,1
2442,CUST02442,28,Female,Tier 1,Auto,593,102564,1106637,48,29688.299573388478,0.289461210301748,1
2443,CUST02443,42,Female,Tier 1,MSME,536,117613,569412,72,11430.436393812075,0.09718684493901249,0
2444,CUST02444,28,Female,Tier 2,Home,459,137184,1053438,12,94090.21229123406,0.685868704012378,1
2445,CUST02445,35,Female,Tier 2,Personal,589,51264,1983170,24,94283.51630273901,1.8391759578405706,0
2446,CUST02446,37,Male,Tier 1,Personal,853,107995,980769,60,22315.508696510664,0.2066346469420868,0
2447,CUST02447,43,Male,Tier 3,MSME,877,101857,1853118,84,33711.85473695663,0.3309723900856753,0
2448,CUST02448,44,Male,Tier 2,Home,832,132602,1861025,36,62705.28702692645,0.47288341825105545,1
2449,CUST02449,39,Female,Tier 3,Home,634,114976,423378,48,11358.17155651046,0.0987873256724052,0
2450,CUST02450,25,Male,Tier 3,Personal,881,103465,1006544,36,33914.445225201525,0.3277866450026726,0
2451,CUST02451,52,Male,Tier 2,Personal,801,129644,1062512,84,19329.179361634426,0.1490942840519764,0
2452,CUST02452,64,Female,Tier 3,Auto,545,54794,292118,48,7836.794445494859,0.14302285734742598,1
2453,CUST02453,21,Female,Tier 2,Personal,622,44237,985497,36,33205.288617388236,0.7506225245244532,1
2454,CUST02454,43,Male,Tier 3,MSME,628,128742,1681083,60,38249.80429240346,0.29710431943269067,0
2455,CUST02455,57,Male,Tier 1,Auto,846,80294,646538,60,14710.72633986659,0.18321077963318042,0
2456,CUST02456,28,Female,Tier 1,MSME,638,146439,931735,24,44296.38006945069,0.3024903206758493,0
2457,CUST02457,33,Female,Tier 2,Personal,470,28417,1660741,60,37786.96128053784,1.3297308400090735,1
2458,CUST02458,28,Female,Tier 2,Personal,409,67328,1355759,48,36371.619005435015,0.5402153488212187,1
2459,CUST02459,43,Female,Tier 2,Personal,309,117116,1357734,24,64549.14895030837,0.5511556828299154,0
2460,CUST02460,63,Male,Tier 2,MSME,501,70443,527584,84,9597.788791400508,0.13624900687648892,0
2461,CUST02461,21,Male,Tier 1,Personal,556,62119,1963293,60,44670.94903621395,0.7191189335986404,0
2462,CUST02462,44,Female,Tier 3,Personal,561,48668,1966432,12,175636.34911240713,3.6088672045781034,1
2463,CUST02463,55,Male,Tier 2,Personal,729,17770,1067944,84,19427.998106544976,1.0933032136491263,0
2464,CUST02464,44,Male,Tier 2,Auto,806,52948,721380,48,19352.81898784423,0.36550613786817693,0
2465,CUST02465,37,Female,Tier 2,Home,365,128612,1859206,84,33822.60740982398,0.2629817389498956,0
2466,CUST02466,25,Male,Tier 2,MSME,878,149678,1395541,84,25387.630723713864,0.16961497831153452,0
2467,CUST02467,40,Male,Tier 3,Home,888,95214,1827235,24,86870.08219740886,0.9123666918458301,1
2468,CUST02468,41,Male,Tier 2,Personal,334,134726,489216,48,13124.440231164164,0.09741579376782629,0
2469,CUST02469,60,Female,Tier 1,Personal,856,48025,738211,24,35095.89639484324,0.7307838916156844,1
2470,CUST02470,51,Female,Tier 2,Personal,790,65373,1884233,48,50549.253070396604,0.7732435878787359,0
2471,CUST02471,56,Male,Tier 2,Personal,879,29388,1638889,12,146381.10067395354,4.980982056416004,1
2472,CUST02472,31,Female,Tier 3,Auto,553,97570,141551,84,2575.090603982557,0.02639223740886089,0
2473,CUST02473,35,Female,Tier 1,Personal,316,123814,589719,60,13417.919482566818,0.1083715854634114,0
2474,CUST02474,39,Female,Tier 3,Personal,560,45920,1576380,36,53114.47205894941,1.1566740430955882,0
2475,CUST02475,27,Male,Tier 2,Home,555,112883,808895,84,14715.388193007966,0.1303596484236596,1
2476,CUST02476,48,Male,Tier 3,MSME,723,73266,486395,36,16388.5697846412,0.22368588137254936,0
2477,CUST02477,63,Female,Tier 1,MSME,800,132847,1402378,36,47251.6570224726,0.3556847879325284,0
2478,CUST02478,25,Male,Tier 3,MSME,585,26106,428652,84,7798.0214733794255,0.2987061010257958,0
2479,CUST02479,25,Male,Tier 3,MSME,306,36786,1522784,24,72395.92676853227,1.9680293255187373,0
2480,CUST02480,50,Male,Tier 3,Personal,796,31944,508407,60,11567.821607194863,0.36212814948644073,0
2481,CUST02481,52,Male,Tier 1,Personal,498,88917,562318,84,10229.668446356885,0.11504738628560214,0
2482,CUST02482,28,Male,Tier 1,Personal,717,111895,761761,72,15291.6704561665,0.13666089151585414,0
2483,CUST02483,30,Female,Tier 2,MSME,351,21844,747418,24,35533.613955415116,1.6266990457523858,1
2484,CUST02484,58,Male,Tier 1,Auto,542,64864,253180,84,4605.841280643046,0.07100766651213379,0
2485,CUST02485,52,Male,Tier 1,Auto,518,60933,1679643,84,30556.003895027756,0.5014688903390241,0
2486,CUST02486,48,Male,Tier 1,Home,817,28144,1658526,24,78849.34885033383,2.801639740276216,0
2487,CUST02487,37,Female,Tier 2,Home,408,22649,1265833,84,23027.98754167086,1.0167330805629768,1
2488,CUST02488,51,Female,Tier 2,Home,650,118955,1967176,24,93523.13239225931,0.7862059803476887,0
2489,CUST02489,28,Female,Tier 1,Auto,365,27818,521426,84,9485.762681098748,0.3409936976453644,1
2490,CUST02490,60,Male,Tier 1,Auto,309,51880,551669,72,11074.261545134126,0.21345916625162156,0
2491,CUST02491,45,Female,Tier 2,MSME,501,75109,1673906,84,30451.63660129583,0.4054325926492941,1
2492,CUST02492,29,Female,Tier 2,Auto,513,69058,254488,24,12098.823346889802,0.1751979980145646,0
2493,CUST02493,22,Female,Tier 1,MSME,367,46297,1963194,60,44668.69648198257,0.9648291786073088,0
2494,CUST02494,35,Female,Tier 1,Home,626,34062,962679,84,17513.021084636097,0.514151285439378,0
2495,CUST02495,23,Male,Tier 3,Personal,349,44492,215955,36,7276.377404870919,0.16354350006452664,0
2496,CUST02496,56,Female,Tier 3,Auto,316,101861,1006853,48,27011.344723125025,0.26517847579667414,1
2497,CUST02497,24,Female,Tier 3,MSME,822,51806,102215,24,4859.487395878552,0.09380163293592542,0
2498,CUST02498,34,Male,Tier 3,Personal,605,115108,743779,84,13530.800307589083,0.11754873951062553,0
2499,CUST02499,61,Male,Tier 1,Personal,691,89457,836012,60,19021.842101847913,0.21263670927761844,0
2500,CUST02500,61,Female,Tier 2,Personal,423,84885,1859540,12,166089.0468770268,1.9566360002005865,1
2501,CUST02501,45,Male,Tier 2,Personal,803,90191,730231,48,19590.269153999947,0.21720869215331848,0
2502,CUST02502,30,Female,Tier 2,MSME,524,62674,363990,24,17304.7480039704,0.2761072853810256,0
2503,CUST02503,41,Male,Tier 1,Personal,617,95415,420631,24,19997.56437720287,0.20958512159726322,0
2504,CUST02504,56,Male,Tier 2,Personal,772,58127,492207,84,8954.211704010868,0.1540456535518927,0
2505,CUST02505,32,Female,Tier 2,Home,840,110029,1880755,48,50455.94703967809,0.4585695320295385,0
2506,CUST02506,47,Male,Tier 1,Personal,657,122889,1932144,48,51834.58522616279,0.4218000409000219,1
2507,CUST02507,60,Female,Tier 2,Personal,782,63544,776389,24,36910.948097625136,0.5808722790133629,0
2508,CUST02508,22,Male,Tier 1,Home,728,47895,82548,60,1878.2206736546143,0.03921538101377209,1
2509,CUST02509,33,Female,Tier 1,Personal,796,122878,1745775,12,155927.8670056796,1.268964883914774,0
2510,CUST02510,52,Male,Tier 1,Personal,771,110387,1889658,84,34376.5890777209,0.3114188181372888,0
2511,CUST02511,51,Male,Tier 1,Personal,870,26920,631566,60,14370.067330248465,0.5338063644223056,1
2512,CUST02512,36,Male,Tier 1,Home,599,95453,1274483,72,25584.105825825227,0.26802830530025484,1
2513,CUST02513,52,Male,Tier 3,Personal,383,44227,590513,36,19896.716679319954,0.4498771492373427,1
2514,CUST02514,52,Male,Tier 2,Personal,676,38251,1143936,36,38543.72467883782,1.0076527327086302,0
2515,CUST02515,54,Female,Tier 2,Auto,612,39238,771688,36,26001.218433516377,0.6626540199173346,0
2516,CUST02516,31,Male,Tier 1,MSME,619,75044,1849275,24,87917.90396725833,1.171551409403261,0
2517,CUST02517,30,Female,Tier 2,Home,503,49973,1545135,84,28109.03928891063,0.562484527423021,0
2518,CUST02518,35,Female,Tier 2,Personal,654,109292,1853329,84,33715.69324122323,0.3084918680344694,0
2519,CUST02519,37,Female,Tier 2,Personal,593,121371,1949016,12,174080.7994386113,1.4342866042020854,1
2520,CUST02520,60,Male,Tier 2,Auto,803,46722,107573,12,9608.127300140037,0.20564460639827142,0
2521,CUST02521,38,Female,Tier 3,Personal,444,92684,626220,84,11392.171288270354,0.12291410910481156,0
2522,CUST02522,29,Male,Tier 3,Home,838,70429,595169,72,11947.485121614469,0.1696387158928065,0
2523,CUST02523,45,Female,Tier 2,Home,316,93437,607845,24,28898.059151277197,0.30927854223998197,1
2524,CUST02524,60,Female,Tier 1,Personal,874,127421,250802,24,11923.584188828769,0.09357628796531788,0
2525,CUST02525,34,Female,Tier 2,Home,875,42621,1832030,24,87098.04523672049,2.0435476698510238,1
2526,CUST02526,45,Female,Tier 2,MSME,338,29220,535126,12,47795.996482525705,1.6357288323930768,0
2527,CUST02527,42,Female,Tier 2,Home,429,105230,1422044,24,67606.56356097168,0.6424647302192501,1
2528,CUST02528,50,Male,Tier 3,Personal,414,80122,857273,48,22998.487887335647,0.28704335747155146,0
2529,CUST02529,40,Female,Tier 2,Personal,749,96757,325619,48,8735.542385431883,0.09028331165116615,0
2530,CUST02530,41,Female,Tier 3,MSME,344,120385,580959,48,15585.675186945851,0.12946525885239732,0
2531,CUST02531,64,Male,Tier 1,Personal,515,82907,241656,24,11488.766679434793,0.13857414548150088,0
2532,CUST02532,52,Male,Tier 1,MSME,899,54150,606052,48,16258.857541408099,0.3002559102753112,0
2533,CUST02533,41,Male,Tier 1,Home,714,76262,1545579,84,28117.116520637483,0.36869104561429655,0
2534,CUST02534,55,Female,Tier 3,Home,564,124756,1416610,72,28437.178176501588,0.227942368916137,0
2535,CUST02535,52,Female,Tier 3,MSME,739,42161,1471072,24,69937.44403883828,1.6588184350190527,0
2536,CUST02536,50,Female,Tier 2,MSME,680,33825,439952,72,8831.642733785746,0.2610980852560457,0
2537,CUST02537,59,Female,Tier 2,Home,600,107811,900316,48,24153.22379309098,0.22403301883009136,0
2538,CUST02538,32,Female,Tier 2,Personal,470,147089,317299,24,15084.972765493016,0.10255677015611647,1
2539,CUST02539,61,Female,Tier 3,MSME,705,116351,1752382,60,39872.075647383586,0.3426878638549182,0
2540,CUST02540,38,Male,Tier 3,Personal,654,61260,803977,36,27089.162449750675,0.4421998441030146,0
2541,CUST02541,41,Male,Tier 2,Personal,460,52018,302393,60,6880.3700170620705,0.13226902258952805,0
2542,CUST02542,33,Female,Tier 2,MSME,851,39769,1488995,36,50170.12606314174,1.2615385366275678,1
2543,CUST02543,41,Female,Tier 1,Auto,325,120695,1164344,36,39231.350851320996,0.32504536933030365,0
2544,CUST02544,28,Female,Tier 2,Auto,382,47492,1743287,48,46768.02483415401,0.9847558501253686,0
2545,CUST02545,60,Female,Tier 2,MSME,472,78767,1159427,36,39065.67768932081,0.49596503217490584,1
2546,CUST02546,27,Female,Tier 1,Home,369,77473,1143142,36,38516.9716809472,0.497166389334958,1
2547,CUST02547,43,Male,Tier 3,Personal,305,131087,1843705,60,41949.95453700127,0.3200161307910111,1
2548,CUST02548,64,Male,Tier 2,Personal,494,124015,445927,36,15025.042934971982,0.12115504523623741,0
2549,CUST02549,52,Female,Tier 3,MSME,824,103215,1242179,24,59055.45364109988,0.5721596051068146,1
2550,CUST02550,31,Male,Tier 1,MSME,362,18687,977984,72,19632.15370621959,1.0505781402161711,1
2551,CUST02551,42,Female,Tier 2,Personal,312,88400,848623,84,15438.11851292813,0.1746393496937571,0
2552,CUST02552,42,Female,Tier 2,MSME,504,86663,299104,72,6004.245163668428,0.06928268307891981,0
2553,CUST02553,63,Female,Tier 1,Personal,339,110009,1821594,24,86601.89877618742,0.7872255795088349,0
2554,CUST02554,45,Male,Tier 2,MSME,464,64704,1092714,84,19878.61303869415,0.3072238662013809,1
